Transaction_ID,Customer_ID,Transaction_Date,Amount,Payment_Method,Payment_Status,Failure_Reason,Customer_Age,Customer_Type,Previous_Successful_Payments,Previous_Failed_Payments,Retry_Count,Device_Type,Location,Hour,Day,Recovery_Outcome
TX113825,CUST9105,2025-06-17 13:29:47.147742,2456.81,Net Banking,Failed,Insufficient Funds,44,Regular,3,3,3,iOS,Delhi,13,Tuesday,Not Recovered
TX113826,CUST1261,2025-06-17 13:47:14.336686,2107.31,Net Banking,Success,None,21,Regular,5,2,0,iOS,Jaipur,13,Tuesday,Not Required
TX113827,CUST7844,2025-06-17 14:04:41.525630,489.46,Credit Card,Failed,Bank Error,27,Premium,11,4,1,iOS,Delhi,14,Tuesday,Recovered
TX113828,CUST3769,2025-06-17 14:22:08.714574,836.85,Wallet,Success,None,37,Regular,10,2,0,iOS,Nagpur,14,Tuesday,Not Required
TX113829,CUST6983,2025-06-17 14:39:35.903518,177.99,Net Banking,Success,None,34,New,8,1,0,Android,Nagpur,14,Tuesday,Not Required
TX113830,CUST5140,2025-06-17 14:57:03.092461,1095.44,Debit Card,Success,None,30,Regular,6,1,1,iOS,Ahmedabad,14,Tuesday,Not Required
TX113831,CUST4146,2025-06-17 15:14:30.281405,875.21,UPI,Failed,Transaction Timeout,25,Regular,11,2,0,iOS,Chennai,15,Tuesday,Recovered
TX113832,CUST9411,2025-06-17 15:31:57.470349,680.88,Credit Card,Success,None,52,Premium,11,3,1,Android,Bangalore,15,Tuesday,Not Required
TX113833,CUST5591,2025-06-17 15:49:24.659293,1857.89,UPI,Success,None,45,Premium,4,5,0,iOS,Jaipur,15,Tuesday,Not Required
TX113834,CUST9526,2025-06-17 16:06:51.848236,198.79,UPI,Success,None,47,Regular,6,0,0,iOS,Chennai,16,Tuesday,Not Required
TX113835,CUST1384,2025-06-17 16:24:19.037180,3411.35,Debit Card,Success,None,55,New,4,3,3,iOS,Hyderabad,16,Tuesday,Not Required
TX113836,CUST9021,2025-06-17 16:41:46.226124,1638.87,UPI,Success,None,56,Regular,8,3,1,Android,Delhi,16,Tuesday,Not Required
TX113837,CUST6219,2025-06-17 16:59:13.415068,619.78,UPI,Success,None,26,Regular,8,3,2,Android,Bangalore,16,Tuesday,Not Required
TX113838,CUST3734,2025-06-17 17:16:40.604012,573.22,Credit Card,Success,None,36,Regular,8,1,2,iOS,Mumbai,17,Tuesday,Not Required
TX113839,CUST1852,2025-06-17 17:34:07.792955,1075.58,UPI,Success,None,37,Regular,11,2,2,iOS,Bangalore,17,Tuesday,Not Required
TX113840,CUST4912,2025-06-17 17:51:34.981899,3043.77,Credit Card,Failed,Limit Exceeded,25,New,6,1,3,Android,Bangalore,17,Tuesday,Not Recovered
TX113841,CUST6023,2025-06-17 18:09:02.170843,736.28,Net Banking,Failed,Transaction Timeout,33,New,11,6,1,iOS,Hyderabad,18,Tuesday,Recovered
TX113842,CUST5310,2025-06-17 18:26:29.359787,768.19,UPI,Success,None,38,Premium,4,3,0,Android,Delhi,18,Tuesday,Not Required
TX113843,CUST8355,2025-06-17 18:43:56.548730,677.3,UPI,Success,None,47,Regular,11,3,0,Android,Ahmedabad,18,Tuesday,Not Required
TX113844,CUST8093,2025-06-17 19:01:23.737674,3952.19,Net Banking,Success,None,18,New,9,2,2,iOS,Jaipur,19,Tuesday,Not Required
TX113845,CUST6529,2025-06-17 19:18:50.926618,459.95,Debit Card,Success,None,46,Regular,10,1,0,Web,Bangalore,19,Tuesday,Not Required
TX113846,CUST1662,2025-06-17 19:36:18.115562,645.8,UPI,Failed,Card Expired,48,Premium,7,5,0,iOS,Nagpur,19,Tuesday,Recovered
TX113847,CUST5470,2025-06-17 19:53:45.304506,2873.93,UPI,Success,None,51,New,6,2,0,Android,Nagpur,19,Tuesday,Not Required
TX113848,CUST8505,2025-06-17 20:11:12.493449,770.48,Debit Card,Success,None,48,Regular,4,1,0,Web,Ahmedabad,20,Tuesday,Not Required
TX113849,CUST2314,2025-06-17 20:28:39.682393,2073.64,Debit Card,Failed,Insufficient Funds,59,Regular,6,3,1,iOS,Pune,20,Tuesday,Recovered
TX113850,CUST6454,2025-06-17 20:46:06.871337,267.39,UPI,Success,None,36,Premium,8,3,2,Android,Hyderabad,20,Tuesday,Not Required
TX113851,CUST1514,2025-06-17 21:03:34.060281,541.7,UPI,Failed,Network Error,30,Regular,13,4,0,Android,Mumbai,21,Tuesday,Recovered
TX113852,CUST3140,2025-06-17 21:21:01.249224,2934.92,Debit Card,Success,None,57,New,5,2,0,iOS,Chennai,21,Tuesday,Not Required
TX113853,CUST1174,2025-06-17 21:38:28.438168,338.21,Credit Card,Success,None,41,Regular,5,5,0,iOS,Delhi,21,Tuesday,Not Required
TX113854,CUST1314,2025-06-17 21:55:55.627112,571.75,UPI,Failed,Bank Error,47,Regular,2,0,3,Android,Jaipur,21,Tuesday,Not Recovered
TX113855,CUST5959,2025-06-17 22:13:22.816056,859.79,Wallet,Failed,Network Error,52,Regular,4,3,2,Android,Delhi,22,Tuesday,Not Recovered
TX113856,CUST7236,2025-06-17 22:30:50.005000,247.36,UPI,Success,None,30,New,14,2,1,iOS,Delhi,22,Tuesday,Not Required
TX113857,CUST4270,2025-06-17 22:48:17.193943,439.74,UPI,Failed,Bank Error,20,Regular,6,0,0,iOS,Jaipur,22,Tuesday,Not Recovered
TX113858,CUST8702,2025-06-17 23:05:44.382887,744.44,UPI,Success,None,57,Regular,9,1,2,iOS,Delhi,23,Tuesday,Not Required
TX113859,CUST7226,2025-06-17 23:23:11.571831,696.93,Debit Card,Success,None,58,Premium,12,4,3,Web,Pune,23,Tuesday,Not Required
TX113860,CUST7363,2025-06-17 23:40:38.760775,2393.12,Wallet,Success,None,54,Regular,5,0,1,Web,Delhi,23,Tuesday,Not Required
TX113861,CUST1589,2025-06-17 23:58:05.949718,3107.14,UPI,Failed,Card Expired,57,Regular,6,2,3,iOS,Kolkata,23,Tuesday,Recovered
TX113862,CUST5428,2025-06-18 00:15:33.138662,282.57,UPI,Success,None,28,Premium,4,0,3,iOS,Bangalore,0,Wednesday,Not Required
TX113863,CUST7146,2025-06-18 00:33:00.327606,743.43,Debit Card,Success,None,33,Regular,7,3,1,Android,Jaipur,0,Wednesday,Not Required
TX113864,CUST6499,2025-06-18 00:50:27.516550,1305.38,Credit Card,Success,None,35,Regular,4,2,3,Android,Pune,0,Wednesday,Not Required
TX113865,CUST7009,2025-06-18 01:07:54.705494,3030.09,UPI,Success,None,38,New,6,2,1,Web,Nagpur,1,Wednesday,Not Required
TX113866,CUST9398,2025-06-18 01:25:21.894437,1364.43,Net Banking,Success,None,49,Regular,9,1,1,Android,Bangalore,1,Wednesday,Not Required
TX113867,CUST7955,2025-06-18 01:42:49.083381,889.73,Credit Card,Success,None,46,Premium,9,2,2,iOS,Mumbai,1,Wednesday,Not Required
TX113868,CUST7671,2025-06-18 02:00:16.272325,1295.36,UPI,Success,None,52,Regular,6,2,0,Android,Mumbai,2,Wednesday,Not Required
TX113869,CUST6605,2025-06-18 02:17:43.461269,1304.75,Credit Card,Success,None,27,Premium,3,2,2,Android,Pune,2,Wednesday,Not Required
TX113870,CUST3168,2025-06-18 02:35:10.650213,263.03,Credit Card,Success,None,46,Regular,9,1,3,Android,Ahmedabad,2,Wednesday,Not Required
TX113871,CUST6672,2025-06-18 02:52:37.839156,806.58,Credit Card,Success,None,51,Regular,10,3,0,Android,Delhi,2,Wednesday,Not Required
TX113872,CUST5285,2025-06-18 03:10:05.028100,2861.67,Credit Card,Success,None,26,New,5,6,3,Web,Chennai,3,Wednesday,Not Required
TX113873,CUST4160,2025-06-18 03:27:32.217044,540.58,Credit Card,Success,None,59,New,9,4,2,iOS,Bangalore,3,Wednesday,Not Required
TX113874,CUST9008,2025-06-18 03:44:59.405988,757.06,UPI,Success,None,38,Regular,7,2,2,Android,Delhi,3,Wednesday,Not Required
TX113875,CUST5614,2025-06-18 04:02:26.594931,521.9,UPI,Success,None,36,Regular,4,0,0,Web,Nagpur,4,Wednesday,Not Required
TX113876,CUST5369,2025-06-18 04:19:53.783875,65.77,Debit Card,Failed,Incorrect Details,19,New,9,0,0,Android,Chennai,4,Wednesday,Recovered
TX113877,CUST2364,2025-06-18 04:37:20.972819,678.98,Debit Card,Failed,Transaction Timeout,20,Premium,9,1,0,Web,Ahmedabad,4,Wednesday,Recovered
TX113878,CUST8370,2025-06-18 04:54:48.161763,899.46,Net Banking,Failed,Incorrect Details,19,New,2,1,1,iOS,Hyderabad,4,Wednesday,Recovered
TX113879,CUST2389,2025-06-18 05:12:15.350707,398.42,UPI,Success,None,35,Regular,7,2,3,Android,Hyderabad,5,Wednesday,Not Required
TX113880,CUST6220,2025-06-18 05:29:42.539650,209.63,UPI,Success,None,44,New,9,3,0,Android,Pune,5,Wednesday,Not Required
TX113881,CUST9336,2025-06-18 05:47:09.728594,275.72,Wallet,Success,None,39,Regular,6,3,3,Android,Kolkata,5,Wednesday,Not Required
TX113882,CUST2859,2025-06-18 06:04:36.917538,1428.22,UPI,Success,None,31,Premium,13,3,0,Android,Hyderabad,6,Wednesday,Not Required
TX113883,CUST1376,2025-06-18 06:22:04.106482,4781.57,Debit Card,Failed,Bank Error,34,Regular,5,3,0,Web,Jaipur,6,Wednesday,Not Recovered
TX113884,CUST3105,2025-06-18 06:39:31.295425,2650.31,UPI,Success,None,42,Regular,6,1,0,Web,Mumbai,6,Wednesday,Not Required
TX113885,CUST2753,2025-06-18 06:56:58.484369,173.41,Debit Card,Success,None,18,Premium,13,1,1,iOS,Mumbai,6,Wednesday,Not Required
TX113886,CUST4980,2025-06-18 07:14:25.673313,1563.41,Debit Card,Success,None,48,Premium,9,2,2,Web,Bangalore,7,Wednesday,Not Required
TX113887,CUST2219,2025-06-18 07:31:52.862257,342.69,Debit Card,Success,None,40,New,9,3,0,Android,Ahmedabad,7,Wednesday,Not Required
TX113888,CUST3901,2025-06-18 07:49:20.051201,371.57,Wallet,Success,None,43,Regular,6,0,3,iOS,Nagpur,7,Wednesday,Not Required
TX113889,CUST7117,2025-06-18 08:06:47.240144,419.06,Wallet,Success,None,45,Regular,6,1,1,Android,Bangalore,8,Wednesday,Not Required
TX113890,CUST2064,2025-06-18 08:24:14.429088,1347.58,UPI,Success,None,33,Premium,4,3,3,Android,Bangalore,8,Wednesday,Not Required
TX113891,CUST3523,2025-06-18 08:41:41.618032,1735.85,UPI,Success,None,41,Regular,7,4,3,iOS,Pune,8,Wednesday,Not Required
TX113892,CUST4882,2025-06-18 08:59:08.806976,603.03,UPI,Success,None,56,Regular,3,2,1,Android,Chennai,8,Wednesday,Not Required
TX113893,CUST2431,2025-06-18 09:16:35.995919,613.35,UPI,Success,None,55,Premium,10,3,3,Web,Nagpur,9,Wednesday,Not Required
TX113894,CUST2235,2025-06-18 09:34:03.184863,1058.14,UPI,Failed,Transaction Timeout,27,Regular,8,3,2,Web,Bangalore,9,Wednesday,Recovered
TX113895,CUST1158,2025-06-18 09:51:30.373807,1173.79,Wallet,Failed,Limit Exceeded,50,Regular,4,2,2,Android,Jaipur,9,Wednesday,Recovered
TX113896,CUST1220,2025-06-18 10:08:57.562751,2156.47,Credit Card,Success,None,29,Regular,9,1,0,Android,Jaipur,10,Wednesday,Not Required
TX113897,CUST6589,2025-06-18 10:26:24.751695,184.13,Wallet,Failed,Bank Error,33,Regular,4,2,1,iOS,Mumbai,10,Wednesday,Recovered
TX113898,CUST2153,2025-06-18 10:43:51.940638,678.6,UPI,Success,None,36,Regular,4,3,0,iOS,Hyderabad,10,Wednesday,Not Required
TX113899,CUST3559,2025-06-18 11:01:19.129582,228.6,UPI,Success,None,26,Regular,5,0,1,iOS,Delhi,11,Wednesday,Not Required
TX113900,CUST8549,2025-06-18 11:18:46.318526,632.11,Credit Card,Success,None,19,Regular,8,5,1,Android,Ahmedabad,11,Wednesday,Not Required
TX113901,CUST6421,2025-06-18 11:36:13.507470,530.5,Debit Card,Failed,Incorrect Details,46,New,1,2,3,iOS,Nagpur,11,Wednesday,Not Recovered
TX113902,CUST2733,2025-06-18 11:53:40.696413,634.76,UPI,Success,None,28,New,2,2,3,Android,Jaipur,11,Wednesday,Not Required
TX113903,CUST2998,2025-06-18 12:11:07.885357,298.94,Credit Card,Success,None,22,Premium,8,0,0,Web,Nagpur,12,Wednesday,Not Required
TX113904,CUST1920,2025-06-18 12:28:35.074301,150.31,Net Banking,Success,None,23,Regular,9,4,3,Android,Bangalore,12,Wednesday,Not Required
TX113905,CUST3272,2025-06-18 12:46:02.263245,81.91,Debit Card,Success,None,51,Regular,4,2,1,Android,Nagpur,12,Wednesday,Not Required
TX113906,CUST4268,2025-06-18 13:03:29.452189,583.37,UPI,Success,None,39,Regular,6,2,1,Web,Chennai,13,Wednesday,Not Required
TX113907,CUST2329,2025-06-18 13:20:56.641132,432.25,UPI,Success,None,24,Regular,8,4,2,Android,Hyderabad,13,Wednesday,Not Required
TX113908,CUST4040,2025-06-18 13:38:23.830076,338.34,UPI,Success,None,50,Regular,6,1,3,Web,Ahmedabad,13,Wednesday,Not Required
TX113909,CUST2502,2025-06-18 13:55:51.019020,2496.26,Debit Card,Success,None,43,New,5,0,0,Android,Mumbai,13,Wednesday,Not Required
TX113910,CUST2500,2025-06-18 14:13:18.207964,281.62,Wallet,Success,None,35,Regular,6,1,2,iOS,Kolkata,14,Wednesday,Not Required
TX113911,CUST1062,2025-06-18 14:30:45.396907,2743.07,UPI,Success,None,46,New,7,0,0,Web,Delhi,14,Wednesday,Not Required
TX113912,CUST8093,2025-06-18 14:48:12.585851,3373.96,Credit Card,Success,None,41,Regular,7,3,1,Android,Bangalore,14,Wednesday,Not Required
TX113913,CUST4818,2025-06-18 15:05:39.774795,94.55,Wallet,Failed,Limit Exceeded,28,Regular,5,1,2,Android,Nagpur,15,Wednesday,Not Recovered
TX113914,CUST4444,2025-06-18 15:23:06.963739,729.52,UPI,Success,None,58,New,5,1,2,Web,Nagpur,15,Wednesday,Not Required
TX113915,CUST1819,2025-06-18 15:40:34.152683,445.99,Debit Card,Failed,Card Expired,33,Premium,7,2,3,Android,Hyderabad,15,Wednesday,Not Recovered
TX113916,CUST2301,2025-06-18 15:58:01.341626,50.0,UPI,Success,None,19,Regular,16,3,1,Android,Chennai,15,Wednesday,Not Required
TX113917,CUST7338,2025-06-18 16:15:28.530570,156.86,Wallet,Failed,Limit Exceeded,37,Regular,5,0,1,Android,Pune,16,Wednesday,Not Recovered
TX113918,CUST6249,2025-06-18 16:32:55.719514,1443.66,UPI,Success,None,20,Regular,5,3,0,Android,Bangalore,16,Wednesday,Not Required
TX113919,CUST9672,2025-06-18 16:50:22.908458,5010.04,Credit Card,Success,None,48,Regular,6,3,2,iOS,Ahmedabad,16,Wednesday,Not Required
TX113920,CUST4156,2025-06-18 17:07:50.097401,1640.37,UPI,Success,None,52,Regular,7,4,1,Web,Chennai,17,Wednesday,Not Required
TX113921,CUST8799,2025-06-18 17:25:17.286345,919.32,UPI,Success,None,57,Premium,12,2,1,iOS,Jaipur,17,Wednesday,Not Required
TX113922,CUST4232,2025-06-18 17:42:44.475289,651.1,Wallet,Success,None,54,Premium,7,1,3,Android,Mumbai,17,Wednesday,Not Required
TX113923,CUST9115,2025-06-18 18:00:11.664233,3578.37,Credit Card,Failed,Bank Error,38,Premium,4,0,3,Android,Mumbai,18,Wednesday,Not Recovered
TX113924,CUST4048,2025-06-18 18:17:38.853177,5700.1,Debit Card,Success,None,50,New,11,2,1,Web,Pune,18,Wednesday,Not Required
TX113925,CUST8687,2025-06-18 18:35:06.042120,369.87,Credit Card,Success,None,28,Regular,9,1,0,Web,Chennai,18,Wednesday,Not Required
TX113926,CUST5719,2025-06-18 18:52:33.231064,90.02,UPI,Failed,Bank Error,54,Regular,5,0,0,Web,Mumbai,18,Wednesday,Not Recovered
TX113927,CUST2003,2025-06-18 19:10:00.420008,81.6,UPI,Failed,Limit Exceeded,19,Premium,4,2,0,Android,Nagpur,19,Wednesday,Not Recovered
TX113928,CUST8250,2025-06-18 19:27:27.608952,2494.59,Credit Card,Success,None,25,Regular,3,1,2,Android,Delhi,19,Wednesday,Not Required
TX113929,CUST4029,2025-06-18 19:44:54.797895,634.57,Debit Card,Success,None,26,Regular,5,0,2,Web,Hyderabad,19,Wednesday,Not Required
TX113930,CUST9316,2025-06-18 20:02:21.986839,798.9,Credit Card,Success,None,54,Regular,7,4,0,Web,Kolkata,20,Wednesday,Not Required
TX113931,CUST1103,2025-06-18 20:19:49.175783,110.98,Credit Card,Failed,Limit Exceeded,50,New,11,2,2,Web,Mumbai,20,Wednesday,Recovered
TX113932,CUST2303,2025-06-18 20:37:16.364727,313.19,Debit Card,Success,None,48,New,5,1,3,Android,Ahmedabad,20,Wednesday,Not Required
TX113933,CUST3881,2025-06-18 20:54:43.553671,494.98,UPI,Success,None,31,Regular,7,0,2,iOS,Hyderabad,20,Wednesday,Not Required
TX113934,CUST4239,2025-06-18 21:12:10.742614,818.8,Debit Card,Failed,Bank Error,43,Regular,10,4,0,Android,Pune,21,Wednesday,Not Recovered
TX113935,CUST5313,2025-06-18 21:29:37.931558,446.49,UPI,Success,None,58,New,10,1,0,Android,Kolkata,21,Wednesday,Not Required
TX113936,CUST3357,2025-06-18 21:47:05.120502,235.73,Debit Card,Success,None,26,New,9,2,1,iOS,Ahmedabad,21,Wednesday,Not Required
TX113937,CUST9880,2025-06-18 22:04:32.309446,303.52,UPI,Success,None,44,Premium,7,2,3,Android,Ahmedabad,22,Wednesday,Not Required
TX113938,CUST4102,2025-06-18 22:21:59.498389,2226.81,UPI,Success,None,45,Regular,8,4,1,Android,Ahmedabad,22,Wednesday,Not Required
TX113939,CUST3031,2025-06-18 22:39:26.687333,849.62,UPI,Success,None,21,New,4,1,3,Web,Hyderabad,22,Wednesday,Not Required
TX113940,CUST2241,2025-06-18 22:56:53.876277,1226.79,Debit Card,Success,None,49,Regular,3,2,3,Android,Jaipur,22,Wednesday,Not Required
TX113941,CUST4083,2025-06-18 23:14:21.065221,270.73,UPI,Success,None,26,Regular,8,1,3,Android,Delhi,23,Wednesday,Not Required
TX113942,CUST4064,2025-06-18 23:31:48.254165,50.0,UPI,Success,None,42,Regular,7,2,3,Web,Ahmedabad,23,Wednesday,Not Required
TX113943,CUST6265,2025-06-18 23:49:15.443108,394.21,Debit Card,Success,None,35,Regular,13,3,0,Android,Jaipur,23,Wednesday,Not Required
TX113944,CUST4730,2025-06-19 00:06:42.632052,279.62,Credit Card,Success,None,51,New,5,4,2,iOS,Delhi,0,Thursday,Not Required
TX113945,CUST3661,2025-06-19 00:24:09.820996,942.95,UPI,Failed,Limit Exceeded,45,Premium,10,1,3,Web,Nagpur,0,Thursday,Recovered
TX113946,CUST7466,2025-06-19 00:41:37.009940,17778.12,UPI,Success,None,29,Premium,7,1,3,Web,Chennai,0,Thursday,Not Required
TX113947,CUST5861,2025-06-19 00:59:04.198883,1332.97,UPI,Success,None,43,Premium,7,1,0,Web,Pune,0,Thursday,Not Required
TX113948,CUST7754,2025-06-19 01:16:31.387827,10259.51,Credit Card,Success,None,34,Regular,8,0,1,iOS,Nagpur,1,Thursday,Not Required
TX113949,CUST9301,2025-06-19 01:33:58.576771,1174.7,UPI,Success,None,56,Regular,10,1,1,Android,Bangalore,1,Thursday,Not Required
TX113950,CUST5676,2025-06-19 01:51:25.765715,354.29,Net Banking,Success,None,46,Regular,5,3,3,iOS,Hyderabad,1,Thursday,Not Required
TX113951,CUST4575,2025-06-19 02:08:52.954659,941.92,UPI,Success,None,54,New,9,0,2,Android,Ahmedabad,2,Thursday,Not Required
TX113952,CUST7988,2025-06-19 02:26:20.143602,3946.71,UPI,Success,None,50,New,8,4,1,Android,Hyderabad,2,Thursday,Not Required
TX113953,CUST5111,2025-06-19 02:43:47.332546,4144.6,Debit Card,Success,None,23,Premium,9,3,0,Web,Hyderabad,2,Thursday,Not Required
TX113954,CUST6648,2025-06-19 03:01:14.521490,374.15,Net Banking,Failed,Card Expired,59,Regular,5,2,2,iOS,Delhi,3,Thursday,Recovered
TX113955,CUST4944,2025-06-19 03:18:41.710434,856.78,UPI,Failed,Limit Exceeded,59,New,3,3,2,iOS,Jaipur,3,Thursday,Not Recovered
TX113956,CUST9692,2025-06-19 03:36:08.899377,159.29,Debit Card,Success,None,24,Regular,6,2,0,iOS,Delhi,3,Thursday,Not Required
TX113957,CUST1114,2025-06-19 03:53:36.088321,1517.27,Credit Card,Success,None,43,Regular,12,1,3,iOS,Chennai,3,Thursday,Not Required
TX113958,CUST5123,2025-06-19 04:11:03.277265,3144.33,UPI,Success,None,25,Regular,9,4,3,Web,Delhi,4,Thursday,Not Required
TX113959,CUST5611,2025-06-19 04:28:30.466209,692.15,Debit Card,Failed,Card Expired,55,New,10,2,0,iOS,Mumbai,4,Thursday,Recovered
TX113960,CUST3642,2025-06-19 04:45:57.655153,341.25,UPI,Success,None,56,New,9,2,3,iOS,Jaipur,4,Thursday,Not Required
TX113961,CUST2059,2025-06-19 05:03:24.844096,953.49,Debit Card,Success,None,55,Regular,7,3,0,Android,Kolkata,5,Thursday,Not Required
TX113962,CUST2009,2025-06-19 05:20:52.033040,1009.75,Net Banking,Success,None,52,Regular,6,3,0,Android,Nagpur,5,Thursday,Not Required
TX113963,CUST2028,2025-06-19 05:38:19.221984,721.36,Credit Card,Success,None,50,New,7,4,3,Web,Chennai,5,Thursday,Not Required
TX113964,CUST9092,2025-06-19 05:55:46.410928,795.3,UPI,Success,None,36,New,2,0,1,Android,Delhi,5,Thursday,Not Required
TX113965,CUST6639,2025-06-19 06:13:13.599871,559.02,Debit Card,Success,None,48,Regular,9,1,1,iOS,Bangalore,6,Thursday,Not Required
TX113966,CUST1989,2025-06-19 06:30:40.788815,1800.74,Credit Card,Failed,Card Expired,18,Premium,8,6,1,Android,Pune,6,Thursday,Not Recovered
TX113967,CUST8046,2025-06-19 06:48:07.977759,1388.84,UPI,Success,None,54,Premium,7,1,3,iOS,Chennai,6,Thursday,Not Required
TX113968,CUST2309,2025-06-19 07:05:35.166703,248.86,UPI,Success,None,29,Regular,8,0,1,Web,Delhi,7,Thursday,Not Required
TX113969,CUST8306,2025-06-19 07:23:02.355647,242.11,UPI,Failed,Network Error,56,Premium,6,3,3,iOS,Pune,7,Thursday,Not Recovered
TX113970,CUST1196,2025-06-19 07:40:29.544590,515.75,Debit Card,Failed,Network Error,26,Premium,4,2,1,Android,Hyderabad,7,Thursday,Not Recovered
TX113971,CUST2445,2025-06-19 07:57:56.733534,1389.69,UPI,Success,None,46,Regular,6,0,0,Android,Ahmedabad,7,Thursday,Not Required
TX113972,CUST6216,2025-06-19 08:15:23.922478,771.28,Credit Card,Failed,Limit Exceeded,35,Regular,8,2,1,Android,Bangalore,8,Thursday,Recovered
TX113973,CUST6922,2025-06-19 08:32:51.111422,349.62,Credit Card,Success,None,18,Regular,4,3,1,Web,Delhi,8,Thursday,Not Required
TX113974,CUST2079,2025-06-19 08:50:18.300366,863.95,Debit Card,Success,None,55,Regular,8,1,3,Android,Mumbai,8,Thursday,Not Required
TX113975,CUST5299,2025-06-19 09:07:45.489309,477.8,Debit Card,Success,None,39,Regular,4,0,3,Web,Delhi,9,Thursday,Not Required
TX113976,CUST6227,2025-06-19 09:25:12.678253,1604.37,UPI,Success,None,22,New,5,1,0,Web,Kolkata,9,Thursday,Not Required
TX113977,CUST8385,2025-06-19 09:42:39.867197,928.02,UPI,Success,None,43,New,8,3,2,Web,Delhi,9,Thursday,Not Required
TX113978,CUST6867,2025-06-19 10:00:07.056141,485.28,UPI,Failed,Transaction Timeout,50,New,5,0,3,Android,Bangalore,10,Thursday,Recovered
TX113979,CUST8871,2025-06-19 10:17:34.245084,838.42,UPI,Success,None,48,New,5,1,3,Android,Ahmedabad,10,Thursday,Not Required
TX113980,CUST7069,2025-06-19 10:35:01.434028,2477.61,Wallet,Success,None,48,Regular,9,6,0,iOS,Nagpur,10,Thursday,Not Required
TX113981,CUST9187,2025-06-19 10:52:28.622972,376.29,Wallet,Success,None,56,Regular,7,2,0,Android,Delhi,10,Thursday,Not Required
TX113982,CUST5919,2025-06-19 11:09:55.811916,994.91,Credit Card,Success,None,29,Premium,6,1,1,Android,Jaipur,11,Thursday,Not Required
TX113983,CUST9013,2025-06-19 11:27:23.000860,619.89,UPI,Success,None,31,New,9,4,2,Android,Kolkata,11,Thursday,Not Required
TX113984,CUST6135,2025-06-19 11:44:50.189803,1019.41,UPI,Success,None,33,New,5,1,1,iOS,Pune,11,Thursday,Not Required
TX113985,CUST9944,2025-06-19 12:02:17.378747,345.65,Net Banking,Success,None,55,Regular,6,3,0,Android,Bangalore,12,Thursday,Not Required
TX113986,CUST4117,2025-06-19 12:19:44.567691,742.73,UPI,Success,None,54,Regular,7,0,0,Web,Ahmedabad,12,Thursday,Not Required
TX113987,CUST4737,2025-06-19 12:37:11.756635,2013.89,Credit Card,Success,None,44,Regular,4,1,1,Android,Mumbai,12,Thursday,Not Required
TX113988,CUST3794,2025-06-19 12:54:38.945578,260.6,UPI,Success,None,23,Regular,9,0,0,Android,Jaipur,12,Thursday,Not Required
TX113989,CUST1699,2025-06-19 13:12:06.134522,176.02,Debit Card,Success,None,40,Regular,5,2,2,iOS,Bangalore,13,Thursday,Not Required
TX113990,CUST6781,2025-06-19 13:29:33.323466,182.83,Net Banking,Success,None,40,Regular,10,1,3,iOS,Jaipur,13,Thursday,Not Required
TX113991,CUST7713,2025-06-19 13:47:00.512410,206.3,Credit Card,Success,None,42,Regular,10,3,3,iOS,Ahmedabad,13,Thursday,Not Required
TX113992,CUST8617,2025-06-19 14:04:27.701354,1206.31,Credit Card,Success,None,53,Regular,4,2,3,Android,Bangalore,14,Thursday,Not Required
TX113993,CUST8563,2025-06-19 14:21:54.890297,163.06,UPI,Success,None,57,New,5,1,0,Web,Hyderabad,14,Thursday,Not Required
TX113994,CUST6314,2025-06-19 14:39:22.079241,493.79,Debit Card,Success,None,21,New,8,2,3,Android,Delhi,14,Thursday,Not Required
TX113995,CUST7606,2025-06-19 14:56:49.268185,1234.34,Credit Card,Success,None,40,Regular,6,3,3,iOS,Mumbai,14,Thursday,Not Required
TX113996,CUST8596,2025-06-19 15:14:16.457129,1008.94,Debit Card,Success,None,36,Regular,9,1,0,Android,Bangalore,15,Thursday,Not Required
TX113997,CUST8608,2025-06-19 15:31:43.646072,452.34,Wallet,Success,None,51,Regular,4,3,2,iOS,Ahmedabad,15,Thursday,Not Required
TX113998,CUST8408,2025-06-19 15:49:10.835016,805.07,Debit Card,Success,None,33,New,4,4,0,Android,Delhi,15,Thursday,Not Required
TX113999,CUST3501,2025-06-19 16:06:38.023960,740.37,Credit Card,Success,None,26,Regular,7,4,2,Web,Pune,16,Thursday,Not Required
TX114000,CUST3327,2025-06-19 16:24:05.212904,531.53,Wallet,Success,None,19,Premium,5,1,2,Android,Bangalore,16,Thursday,Not Required
TX114001,CUST7317,2025-06-19 16:41:32.401848,538.7,Credit Card,Success,None,20,Regular,5,3,3,iOS,Kolkata,16,Thursday,Not Required
TX114002,CUST7874,2025-06-19 16:58:59.590791,6219.39,UPI,Success,None,28,New,8,3,0,Web,Pune,16,Thursday,Not Required
TX114003,CUST1401,2025-06-19 17:16:26.779735,1494.15,Debit Card,Success,None,42,New,10,4,1,Web,Jaipur,17,Thursday,Not Required
TX114004,CUST3284,2025-06-19 17:33:53.968679,7947.8,Debit Card,Success,None,32,Regular,6,0,0,Android,Pune,17,Thursday,Not Required
TX114005,CUST6189,2025-06-19 17:51:21.157623,404.66,UPI,Success,None,28,Regular,6,1,2,iOS,Kolkata,17,Thursday,Not Required
